full_site_address,nearestroad_1_name,distance_nearestroad_1,nearestroad_1_maxspeed,nearestroad_2_name,distance_nearestroad_2,nearestroad_2_maxspeed,nearestroad_3_name,distance_nearestroad_3,nearestroad_3_maxspeed,nearestroad_4_name,distance_nearestroad_4,nearestroad_4_maxspeed,nearestroad_5_name,distance_nearestroad_5,nearestroad_5_maxspeed,,,
"Jet Express Carwash , 1501 S Main St , Blacksburg , VA , 24060",Ardmore Street,0.0163269497753847,25 mph,South Main Street,0.0211385078139214,35 mph,Grissom Lane,0.292816147495103,25 mph,Ellett Road,0.303385589995135,25 mph,Country Club Drive,0.306036223854617,25 mph,,,
"Jet Express Franklin , 1121 Georgia Rd , Franklin , NC , 28734",Georgia Road,0.0656660812303759,45 mph,Murphy Road,0.523679714146543,55 mph,Sylva Road,0.535903628063606,55 mph,Old Murphy Road,1.01508060108793,35 mph,West Palmer Street,1.20438159323314,35 mph,,,
"Jets Car Wash II , 9489 Sheridan St , Hollywood , FL , 33024",Sheridan Street,0.0373522891765114,45 mph,Northwest 91st Avenue,0.451469932348263,30 mph,Northwest 84th Way,0.530065960461109,25 mph,Northwest 27th Street,0.542024384949707,25 mph,Northwest 89th Terrace,0.54398146022529,30 mph,,,
"Jim Wood Washland , 1925 Silver City Hwy NW , Deming , NM , 88030",North Gold Avenue,0.0703196702632079,35 mph,North Gold Avenue (Silver City Highway NW),0.222585105958807,35 mph,Hatch Highway,0.421544283265534,45 mph,Pearl Harbor Memorial Highway,0.842699367923954,65 mph,,,,,,
"Jimmy Suds Car Wash , 935 S Kipling Pkwy , Lakewood , CO , 80226",South Kipling Parkway,0.028462585768106,45 mph,South Kipling Street,0.0573300365682267,45 mph,West Mississippi Avenue,0.220155884287513,35 mph,West Florida Avenue,0.717818224362556,30 mph,South Garrison Street,0.734853076144379,35 mph,,,
"Joeu0027s Premium Car Wash , 1905 E Robertson Blvd , Chowchilla , CA , 93610",Unnamed Road,0.278647997565246,65 mph,,,,,,,,,,,,,,,
"Johnu0027s Auto Spa Mishawaka , 2315 Grape Rd , Mishawaka , IN , 46545",Grape Road,0.0243211542114258,35 mph,West McKinley Avenue,0.0322342265245926,35 mph,North Main Street,0.303118815809167,35 mph,Jamestown Court South,0.477686243630509,10 mph,Hickory Road,0.478107907941377,30 mph,,,
"Johnu0027s Auto Spa Nappanee , 2000 E. Market St , Nappanee , IN , 46550",East Market Street,0.0294790319594771,45 mph,Grand Army of the Republic Highway,0.545619596413499,55 mph,West 1350 North,1.13054038674336,45 mph,North Main Street,1.18481650064393,25 mph,West Market Street,1.18489766680932,35 mph,,,
"Jones , 5730 S Jones Blvd , Las Vegas , NV , 89118",South Jones Boulevard,0.0367524127896951,35 mph,South Decatur Boulevard,0.999389557550736,45 mph,South Rainbow Boulevard,1.01077011774977,45 mph,West Tropicana Avenue,1.04941091010822,45 mph,Unnamed Road,1.12644409309253,45 mph,,,
"Juan Tabo , 1520 Juan Tabo Blvd NE , Albuquerque , NM , 87112",Juan Tabo Boulevard Northeast,0.0247895797858375,40 mph,Constitution Avenue Northeast,0.246538988124075,35 mph,Tomasita Street Northeast,0.280852352891279,25 mph,Indian School Road Northeast,0.295083325311036,35 mph,Morrow Avenue Northeast,0.346172292946879,25 mph,,,
"Jules Car Wash Brandon , 654 W Brandon Blvd , Brandon , FL , 33511",West Brandon Boulevard,0.027237657799805,50 mph,North Kings Avenue,0.0369754492862012,35 mph,South Kings Avenue,0.0439388311256217,45 mph,Oakfield Drive,0.262908840435507,30 mph,Vonderburg Drive,0.419701920388318,35 mph,,,
"Jules Car Wash Fish Hawk , 16529 Fishhawk Blvd , Lithia , FL , 33547",Fishhawk Boulevard,0.0773388098396043,45 mph,Fishhawk Crossing Boulevard,0.226216855320496,25 mph,Boyette Road,0.301268415269,40 mph,Lithia Pinecrest Road,0.469842921143559,45 mph,Dorman Road,0.906604187431438,30 mph,,,
"Jules Car Wash Riverview , 10060 US-301 , Riverview , FL , 33569",Unnamed Road,0.0281075891530022,55 mph,Tom Road,0.106934959125727,25 mph,Boyette Road,0.21839028494141,45 mph,Gibsonton Drive,0.220589474113919,45 mph,Sweetwell Place,0.338305564400757,25 mph,,,
"Jungerman , 4001 Old Hwy 94 S , St. Peters , MO , 63304",South Old Highway 94,3.81425026405468E-05,35 mph,Jungermann Road,3.81425026405468E-05,35 mph,Unnamed Road,0.0096336140477672,35 mph,South Saint Peters Parkway,0.244221910422627,45 mph,North Saint Peters Parkway,0.304097558896513,45 mph,,,
"Jupiter Galaxy Car Wash , 6751 W Indiantown Rd , Jupiter , FL , 33458",West Indiantown Road,0.0503698645048504,45 mph,68th Terrace North,0.165045076593129,30 mph,North Central Boulevard,0.188805551796425,40 mph,Indiantown Road,0.300468711167027,50 mph,Central Boulevard,0.31919715906201,40 mph,,,
"KUHNSVILLE CAR WASH , 5627 Tilghman St , Allentown , PA , 18104",Tilghman Street,0.0249123295986274,45 mph,Lehigh Valley Thruway,0.11686924570261,55 mph,Oakview Drive,0.130724007055683,35 mph,Unnamed Road,0.263806342629403,55 mph,William Penn Highway,0.423782846492317,55 mph,,,
"KWIK CAR WASH , 4000 Catnip Hill Rd , Nicholasville , KY , 40356",Wynn Drive,1.28467035380014,25 mph,White Oak Drive,1.36791653685611,25 mph,McAffee,1.37993408337996,25 mph,Bethel Harvest Way,1.42775600263614,25 mph,Eden Place,1.4384537265118,15 mph,,,
"KYLOU_CaneRun , 4860 Cane Run Rd , Louisville , KY , 40216",Cane Run Road,0.0297225242885483,45 mph,Terry Road,0.228270667468533,45 mph,Rockford Lane,0.296352039312068,35 mph,Greenbelt Highway,0.349095187732995,55 mph,Lees Lane,0.903809127854119,25 mph,,,
"KYWIN_Codella , 160 Codella Dr , Winchester , KY , 40391",Unnamed Road,1.08093037939026,15 mph,,,,,,,,,,,,,,,
"Kennesaw , 1585 Crater Lake Dr , Kennesaw , GA , 30152",Ernest West Barrett Parkway,0.0716251176049344,45 mph,Cobb Parkway,0.196730459120591,45 mph,Cobb Parkway North,0.218851451385284,55 mph,Unnamed Road,0.242775975828587,55 mph,Oakridge Drive,0.309389895982231,25 mph,,,
"Kernan , 11991 Atlantic Blvd , Jacksonville , FL , 32225",Atlantic Boulevard,0.0550647791967502,45 mph,Woodview Drive,0.34495070682411,30 mph,Cinnabar Road,0.372767466420969,30 mph,Meadowcrest Lane,0.41354949284147,30 mph,Girvin Road,1.53974382652775,35 mph,,,
"Kind Car Wash , 3106 N National Rd , Columbus , IN , 47201",North National Road,0.0357988848497039,35 mph,Central Avenue,0.0539575580479404,30 mph,Unnamed Road,0.079567074939794,5 mph,Car Line,0.196856849668131,5 mph,Forest Drive,0.20473296470124,30 mph,,,
"King Street Littleton , 25 King St , Littleton , MA , 1460",Unnamed Road,0.705453326327205,65 mph,Harwood Avenue,0.767721327631737,25 mph,Captain Isaac Davis Highway,1.00758986620774,55 mph,George W Stanton Highway,1.01464134828868,55 mph,Bluebird Way,1.45942944829418,25 mph,,,
"Kingu0027s Car Wash , 1116 W Corbett Ave , Swansboro , NC , 28584",West Corbett Avenue,0.022204366050886,35 mph,Queens Creek Road,0.330447072446045,45 mph,Seth Thomas Lane,0.649412512285815,35 mph,Belgrade-Swansboro Road,0.869607421434785,55 mph,Freedom Way,0.869607421434785,55 mph,,,
"Kiwi Car Wash Vero , 4915 20th St , Vero Beach , FL , 32966",20th Street,0.0363999250879157,45 mph,50th Avenue,0.0704485989441337,25 mph,49th Avenue,0.0803997229940853,25 mph,Stewart Lane,0.137689907277784,25 mph,47th Terrace,0.172647933381347,25 mph,,,
"Klemm Express , 4 Mall Road , Salem , NH , 3079",Artisan Drive,0.0668261583496001,20 mph,Pleasant Street,0.173796226755907,30 mph,Unnamed Road,0.307578242031454,15 mph,Via Toscana,0.324052828987678,15 mph,Cluff Road,0.653496265925064,30 mph,,,
"Klemm Express Inbay , 4 Mall Road , Salem , NH , 3079",Artisan Drive,0.0668316842134977,20 mph,Pleasant Street,0.176725080364878,30 mph,Unnamed Road,0.30462903800329,15 mph,Via Toscana,0.321104722993343,15 mph,Cluff Road,0.65137611439342,30 mph,,,
"Koala Car Wash , 1560 Lexington Rd , Athens , GA , 30605",Lexington Road,0.024277452099649,35 mph,Barnett Shoals Road,0.0789180411383824,40 mph,Bailey Street,0.0995566631557486,30 mph,Winterville Road,0.108386851018448,45 mph,Unnamed Road,0.134331968409997,65 mph,,,
"LA Xpress Car Wash , 444 North Franklin Street , Lancaster , PA , 17602",North Franklin Street,0.0168364511122162,25 mph,New Holland Avenue,0.102425302057406,25 mph,North Marshall Street,0.146907906625978,25 mph,North Plum Street,0.210385904427023,25 mph,East Walnut Street,0.212402917402717,25 mph,,,
"LEXINGTON AUTO SPA , 1124 Winchester Rd , Lexington , KY , 40505",Winchester Road,0.0325104093203603,40 mph,Strader Drive,0.0457034976190675,25 mph,Henry Clay Boulevard,0.0895848922160876,25,Brown Avenue,0.0988427830589687,25 mph,Statesman Way,0.0993275365125775,25 mph,,,
"LINDSTROM CAR WASH , 3003 E Indian School Rd , Phoenix , AZ , 85016",North 30th Street,0.0195781460230378,25 mph,North 31st Street,0.0512603484972623,25 mph,East Fairmount Avenue,0.0669017116722832,25 mph,Unnamed Road,0.0863559499904228,25 mph,East Devonshire Avenue,0.161104789463627,25 mph,,,
"LOUISVILLE , 1670 Alliant Ave , Louisville , KY , 40299",Blankenbaker Parkway,0.039565023173558,45 mph,Kentucky Mills Drive,0.0635030311678448,25 mph,Bluegrass Parkway,0.177919553447912,35 mph,Old Blankenbaker Road,0.277283868720467,25 mph,Unnamed Road,0.336347702242637,65 mph,,,
"Lafayette , 2142 N Main St , LaFayette , GA , 30728",Lyle Jones Parkway,0.208141224205978,55 mph,Oakland Drive,1.95018311671142,15 mph,Whispering Pines Lane,1.95457622865056,15 mph,,,,,,,,,
"Lake Charles Toyota , 3905 Gerstner Memorial Dr , Lake Charles , LA , 70607",1st Lieutenant Douglas B Fournet Memorial Parkway,0.79022324788114,60 mph,Snowy Egret Drive,1.42428062398639,25 mph,Red Tailed Hawk Drive,1.45009008635738,25 mph,North Blue Heron Drive,1.45009008635738,25 mph,Pelican Row,1.48432152766796,25 mph,,,
"Lake Effect , 145 George St , Oswego , NY , 13126",NY-104,0.10350428678899,30 mph,East Seneca Street,0.309742034188987,30 mph,East Bridge Street,0.694984371505119,30 mph,County Route 1,0.971010714105746,40 mph,North Road,1.00974533991425,55 mph,,,
"Lake Havasu Express , 108 N Lake Havasu Ave , Lake Havasu City , AZ , 86403",Unnamed Road,0.111000853056746,45 mph,London Bridge Road,0.180296047269216,30 mph,North McCulloch Boulevard,0.301797606781961,25 mph,Palo Verde Boulevard South,0.418904480200645,35 mph,McCulloch Boulevard,0.44615055507689,25 mph,,,
"Lake Mead , 505 W Lake Mead Pkwy , Henderson , NV , 89015",West Lake Mead Parkway,0.0225786945456212,45 mph,West Basic Road,0.110899815684919,25 mph,Unnamed Road,0.383473106971012,14.875 mph,Avenue H,0.424156617840021,14.875 mph,Lake Mead Parkway,0.462729654168964,45 mph,,,
"Lake Wales , 2043 State Road 60 E , Lake Wales , FL , 33859",Unnamed Road,0.0456529051228624,55 mph,US 27,1.37248582952633,50 mph,State Road 60,1.78605001950869,40 mph,North Lake Wales Alturas Road,1.92201905323588,40 mph,,,,,,
"Lakes Edge , 7916 Bradley Long Dr , Sherrills Ford , NC , 28673",East NC 150 Highway,0.0212302515670855,45 mph,Jameson Way,0.0283921955052762,25 mph,Slanting Bridge Road,0.124356039669715,55 mph,Village Center South,0.127378125950708,35 mph,Village Center North,0.127415674427956,35 mph,,,
"Lakeside Auto Wash , 617 N Mitchell St , Cadillac , MI , 49601",North Mitchell Street,0.0253069635227475,25 mph,South Mitchell Street,0.412008122628914,25 mph,Unnamed Road,1.03339653755359,75 mph,34 Road,1.79722174958385,45 mph,Mackinaw Trail,1.80014120858747,45 mph,,,
"Lancaster Car Wash , 6025 Lancaster Ave , Philadelphia , PA , 19151",Lancaster Avenue,0.0219049911679383,30 mph,North 63rd Street,0.244543070439603,30 mph,North 57th Street,0.291049210234082,25 mph,Gainor Road,0.409194860352104,25 mph,Overbrook Avenue,0.47197814788167,25 mph,,,
"Las Vegas , 2608 7th St #Nm-518 , Las Vegas , NM , 87701",7th Street,0.0423546973961778,40 mph,Unnamed Road,1.19672744548213,75 mph,Hot Springs Boulevard,1.27560330111909,35 mph,Montezuma Street,1.3236408352811,45 mph,Church Street,1.58447373054026,30 mph,,,
"Lathrop Arco Car Wash , 2050 Crestwood Ave , Manteca , CA , 95336",Lathrop Road,0.0500950256549176,45 mph,Unnamed Road,0.159074879630336,65 mph,Happy Valley,0.44196840675624,25 mph,Harvest Mill,0.44196840675624,25 mph,Rockingham,0.516778962853772,25 mph,,,
"Launch Car Wash #2 , 6510 E 71st St , Tulsa , OK , 74133",East 71st Street South,0.0134363726468453,45 mph,South Sheridan Road,0.0345026550411986,40 mph,East 72nd Street,0.0867899929294316,25 mph,South 66th East Avenue,0.100297147662276,25 mph,East 72nd Place,0.100297147662276,25 mph,,,
"Launch Car Wash , 7919 E 101 St , Tulsa , OK , 74133",East 101st Street,0.0393654929996494,40 mph,South Memorial Drive,0.0668494051672673,45 mph,East 100th Street,0.0745008878886116,25 mph,South 79th East Avenue,0.0745008878886116,25 mph,East 101st Street South,0.0810785438530211,40 mph,,,
"Legacy Express Wash , 2583 E 5th Ave , Columbus , NE , 68601",East 6th Avenue,0.0371379228028481,50 mph,23rd Street,0.185958856066212,45 mph,23rd Street East,0.381184373361138,45 mph,Lost Creek Parkway,0.808999645726426,50 mph,East 14th Avenue,0.826613816534181,50 mph,,,
"Lightning Express Car Wash , 100 W Whittier Blvd , La Habra , CA , 90631",East Whittier Boulevard,0.0357352699288095,40 mph,West Whittier Boulevard,0.138064554261853,40 mph,North Cypress Street,0.271925608635021,30 mph,Whittier Boulevard,0.405259062139713,40 mph,Jocelyn Drive,0.425570482382218,25 mph,,,
"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",Crooked Creek Drive,0.572311057821666,30 mph,Vista View Drive,0.578476913099506,30 mph,Bonita Creek Drive,0.607702757383207,30 mph,Alta Vista Drive,0.639173235171847,30 mph,Scenic Drive,0.702549145190043,30 mph,,,
"Liquid Sunshine , 4132 Southside Blvd , Jacksonville , FL , 32256",Southside Boulevard,0.0465312212414959,45 mph,Touchton Road East,0.235865184026239,40 mph,Unnamed Road,0.841510240079381,45 mph,West Deer Lake Drive,0.899314770261273,45 mph,Gate Parkway West,0.911823766351491,45 mph,,,
"Little Rock - Geyer Springs Rd , 9020 Geyer Springs Rd , Little Rock , AR , 72209",Unnamed Road,0.763261007591875,65 mph,Preston Drive,0.851011620104646,30 mph,Geyer Springs Road,1.58394646911842,35 mph,Hindman Park Way,1.6078967235063,30 mph,,,,,,
"Local Car Wash , 331 W Loudon St , Chambersburg , PA , 17201",West Loudon Street,0.0467666247422956,35 mph,West Washington Street,0.0881579693064864,25 mph,Larch Avenue,0.110720490266943,25 mph,Lincoln Way West,0.142670540072233,35 mph,Linden Avenue,0.147887036401874,25 mph,,,
"Lomas , 5101 Lomas Blvd NE , Albuquerque , NM , 87110",Manzano Street Northeast,0.0275823071374725,25 mph,Lomas Boulevard Northeast,0.0332508192771624,35 mph,Truman Street Northeast,0.0548348951950994,25 mph,Quincy Street Northeast,0.073708864695185,25 mph,Marble Avenue Northeast,0.0947951441895726,25 mph,,,
"Lonestar Suds 34th , 3602 Milwaukee Ave , Lubbock , TX , 79407",Unnamed Road,0.0443747691749255,5 mph,Marsha Sharp Freeway,0.960588880162637,65 mph,19th Street,1.21101324586298,55 mph,50th Street,1.2906939301483,40 mph,59th Street,1.32945090790827,30 mph,,,
"Lonestar Suds Express Car Wash 2 , 12606 Indiana Ave , Lubbock , TX , 79423",Unnamed Road,0.0316654132619401,5 mph,Indiana Avenue,0.0397223087327921,40 mph,130th Street,0.269040015407846,55 mph,135th Street,0.571438974164696,40 mph,Elgin Avenue,0.687931833094689,30 mph,,,
"Long Street , 1315 Long St , Charlottesville , VA , 22901",Long Street,0.0213066813766929,35 mph,East High Street,0.114430531564142,25 mph,Unnamed Road,0.135055921040461,25 mph,Richmond Road,0.173808023036655,35 mph,Watson Avenue,0.1881180204246,25 mph,,,
"Los Lunas , 250 Main Street NE , Los Lunas , NM , 87031",Unnamed Road,0.139094768145558,40 mph,Santa Fe Street,0.207568493428417,15 mph,Carrisa Court Northwest,1.07373679373446,20 mph,Carrizo Street Northwest,1.1391852340237,20 mph,Capitan Street Northwest,1.18267025237113,20 mph,,,
"Loveland CO , 125 Knobcone Dr , Loveland , CO , 80538",North Garfield Avenue,0.0308081853899237,50 mph,East 37th Street,0.709532011323457,35 mph,North Lincoln Avenue,0.709532011323457,30 mph,Taft Avenue,1.07501767210127,45 mph,Buchanan Avenue,1.11550818457406,40 mph,,,
"Lowell Road Hudson , 215 Lowell Rd , Hudson , NH , 3051",Lowell Road,0.0322043037349688,30 mph,Wason Road,0.102475409920442,30 mph,Unnamed Road,0.187163603009404,50 mph,Circumferential Highway,0.318620343824303,50 mph,Burns Hill Road,0.834114748888465,30 mph,,,
"MEGA CAR WASH , 7170 N Pecos St , Denver , CO , 80221",West 72nd Avenue,0.0251402825048863,25 mph,Pecos Street,0.0272183676824885,35 mph,Samuel Drive,0.119439645503054,30 mph,West 70th Avenue,0.227200285243234,30 mph,Denver–Boulder Turnpike,0.229091965400954,65 mph,,,
"MENDHAM CAR WASH , 104 E Main St , Mendham , NJ , 7945",Westfield Road,1.45849869684364,20 mph,,,,,,,,,,,,,,,
"MONKEY SHINE , 2518 Bob Bullock Loop , Laredo , TX , 78045",Northeast Bob Bullock Loop Frontage Road,0.0402234501807266,60 mph,Northeast Bob Bullock Loop,0.0615123072219042,60 mph,Unnamed Road,0.193999722402229,55 mph,International Boulevard,0.241715215732996,35 mph,Bob Bullock Loop,0.488107174612776,55 mph,,,
"MR. SUDS HANDWASH , 80 Old Shore Rd , Port Washington , NY , 11050",Main Street,0.517871989673678,30 mph,Lu Ester T. Mertz Place,1.16850022813722,25 mph,Port Washington Boulevard,1.78213820706992,40 mph,Chestnut Road,1.82188749131792,25 mph,Brook Lane,1.84840371337245,25 mph,,,
"MURRAY AUTO SPA , 1530 HWY 121 N BYPASS , MURRAY , KY , 42071",Unnamed Road,1.69726703828777,55 mph,,,,,,,,,,,,,,,
"MZX SUPERIOR CAR WASH u0026 LUBE , 5614 Hwy 6 N , Houston , TX , 77084",North Highway 6,0.0325894018505449,45 mph,South Stoneygrove Loop,1.12104671983416,30 mph,East Stoney Grove Loop,1.13718889719591,30 mph,,,,,,,,,
"Mableton , 5402 Floyd Rd SW , Mableton , GA , 30126",Mableton Parkway,0.00086426458995681,40 mph,Floyd Road Southwest,0.0163422430940127,40 mph,Veterans Memorial Highway Southwest,0.0163422430940127,45 mph,Puckett Drive,0.140247445255334,25 mph,Fontaine Road Southwest,0.261502588481079,35 mph,,,
"Madison , 155 Plaza Blvd , Madison , AL , 35758",Hughes Road,0.0279574092926305,40 mph,Coefer Boulevard,0.196512783481507,25 mph,Old Madison Pike,0.22337559286305,45 mph,Wall Triana Highway,0.484076898653023,40 mph,Sullivan Street,0.534272598054108,40 mph,,,
"Magic City Car Wash , 619 N Broadway , Minot , ND , 58703",South Broadway,0.256641978323427,30 mph,Unnamed Road,0.959271400857306,10 mph,US 83 Bypass,1.87485942821535,55 mph,,,,,,,,,
"Magic Hillsboro , 1455 N High St , Hillsboro , OH , 45133",,,,,,,,,,,,,,,,,,
"Magnus Car Wash , Kendall Dr , San Bernardino , CA , 92407",University Parkway,0.23030750539018,45 mph,Northpark Boulevard,0.255122073730387,40 mph,Unnamed Road,0.287722078112188,40 mph,Serrano Village Drive,0.287742385521178,15 mph,West Northpark Boulevard,0.296305576438878,40 mph,,,
"Main Street Tewksbury , 2221 Main St , Tewksbury , MA , 1876",Salem Road,0.101089455821689,35 mph,Brown Street,0.398537593790143,35 mph,Rhode Island Road,0.967781562715092,30 mph,Kansas Road,0.967781562715092,30 mph,George Brown Street,1.0045800176625,30 mph,,,
"Maricamp , 125 Bahia Ave Ct , Ocala , FL , 34472",Southeast Maricamp Road,0.0431424330597552,50 mph,Bahia Road,0.134386262780575,30 mph,Spring Road,0.175622954092303,30 mph,Bahia Avenue,0.200267598867116,30 mph,Cedar Radial,0.207097015360472,35 mph,,,
"Marshalltown , 2401 S Center St , Marshalltown , IA , 50158",Lincoln Highway,0.930620384337675,65 mph,,,,,,,,,,,,,,,
"Maumelle - Audubon Dr , 117 Audubon Dr , Maumelle , AR , 72113",Maumelle Boulevard,1.79150802652032,50 mph,,,,,,,,,,,,,,,
"Max Leggett , 15765 Max Leggett Pkwy , Jacksonville , FL , 32218",Main Street,0.0669483578273876,50 mph,Unnamed Road,0.876832014924777,70 mph,Airport Road,0.978001492126737,45 mph,Apple Creek Drive,1.00323461219665,35 mph,Arborwood Drive,1.03174707340209,35 mph,,,
"McKinney , 6211 West University Drive , McKinney , TX , 75071",West University Drive,0.0437815420589833,60 mph,Gallows Drive,0.308144177895152,30 mph,Millwall Drive,0.309098553877476,30 mph,Binns Drive,0.311647666665967,30 mph,Auburn Hills Parkway,0.393514960514428,30 mph,,,
"Mega Shine Wash , 18282 E Thirteen Mile Rd , Roseville , MI , 48066",13 Mile Road,0.0249172799758918,45 mph,Quinkert Street,0.0319667299148992,25 mph,Masonic Boulevard,0.535705729935001,30 mph,Utica Road,0.556387595315245,35 mph,Kelly Road,0.562668844816223,30 mph,,,
